00m: 0 Edges, 0 Instrs
01m: 114 Edges, 1688 Instrs
02m: 115 Edges, 1695 Instrs
03m: 119 Edges, 1892 Instrs
04m: 126 Edges, 1938 Instrs
05m: 126 Edges, 1938 Instrs
06m: 126 Edges, 1938 Instrs
07m: 126 Edges, 1938 Instrs
08m: 131 Edges, 1983 Instrs
09m: 131 Edges, 1983 Instrs
10m: 131 Edges, 1983 Instrs
11m: 132 Edges, 1990 Instrs
