00m: 0 Edges, 0 Instrs
01m: 177 Edges, 1913 Instrs
02m: 178 Edges, 1920 Instrs
03m: 178 Edges, 1920 Instrs
04m: 178 Edges, 1920 Instrs
05m: 178 Edges, 1920 Instrs
06m: 178 Edges, 1920 Instrs
07m: 178 Edges, 1920 Instrs
08m: 178 Edges, 1920 Instrs
09m: 178 Edges, 1920 Instrs
10m: 178 Edges, 1920 Instrs
11m: 178 Edges, 1920 Instrs
12m: 178 Edges, 1920 Instrs
