00m: 0 Edges, 0 Instrs
01m: 291 Edges, 5243 Instrs
02m: 297 Edges, 5339 Instrs
03m: 298 Edges, 5340 Instrs
04m: 301 Edges, 5389 Instrs
05m: 301 Edges, 5389 Instrs
06m: 301 Edges, 5389 Instrs
07m: 301 Edges, 5389 Instrs
08m: 301 Edges, 5389 Instrs
09m: 301 Edges, 5389 Instrs
10m: 303 Edges, 5392 Instrs
11m: 303 Edges, 5392 Instrs
12m: 303 Edges, 5392 Instrs
13m: 303 Edges, 5392 Instrs
14m: 303 Edges, 5392 Instrs
15m: 303 Edges, 5392 Instrs
16m: 305 Edges, 5397 Instrs
