00m: 0 Edges, 0 Instrs
01m: 166 Edges, 1780 Instrs
02m: 170 Edges, 1826 Instrs
03m: 170 Edges, 1826 Instrs
04m: 170 Edges, 1826 Instrs
05m: 170 Edges, 1826 Instrs
06m: 170 Edges, 1826 Instrs
07m: 170 Edges, 1826 Instrs
08m: 170 Edges, 1826 Instrs
09m: 170 Edges, 1826 Instrs
10m: 178 Edges, 1920 Instrs
