00m: 0 Edges, 0 Instrs
01m: 115 Edges, 1661 Instrs
02m: 115 Edges, 1661 Instrs
03m: 115 Edges, 1661 Instrs
04m: 115 Edges, 1661 Instrs
05m: 115 Edges, 1661 Instrs
06m: 115 Edges, 1661 Instrs
07m: 115 Edges, 1661 Instrs
08m: 115 Edges, 1661 Instrs
09m: 115 Edges, 1661 Instrs
10m: 115 Edges, 1661 Instrs
11m: 115 Edges, 1661 Instrs
12m: 116 Edges, 1661 Instrs
